label,title,content
0,A little disappointed,"If you need help choosing and interviewing doctors, mid-wives, nannies, etc., there are many pages dedicated to helping you do so. However, I felt this did not apply to me personally. Also, there aren't enough blank spaces to take notes, just a few lines. I was expecting more space to take day-to-day notes. I ended up buying another journal after using this for a week."
1,Love it!,I love this sink and wish I had bought it years earlier. It was so easy to install. I would recommend this product to anyone who wants a single bowl sink. I also like how deep it is.
0,What on earth?,"I watched the preview and decided to rent this from iTunes. That was a big mistake... I remember thinking that the preview probably was the best part of the movie, and sure enough... You'd need an army of disbelief to suspend to make this even plausible.This could have been fun, if it had gone campy and not tried to take itself serious... but NO! And don't even get me started on the ending.I just don't know what they were thinking... This disaster movie is a disaster!"
1,Very good product.,My son soesn't like the variable nipple so I tried this one. He takes the bottle very well. Only problem is that it's hard to find at stores. So buy extras when found.
1,Learning to keep Sabbath Holy,A Great read for those looking for the reason why to remember the Sabbath. This book is a classic. The body of the book shares why and how God calls us to a time of rest. Heschel's daughter's introduction shares how sacred this time was for her family growing up and the various ways they celebrated the Sabbath. I purchased the book to read a Jewish perspective on Sabbath from a beloved Jewish scholar and I was not disappointed.
1,Great product for a great price,"Title said it all. I was able to install the Oxygen Sensor in less than 15 minutes and I'm not a mechanic. With the new sensor installed, I was able to reset my check engine light and passed CA smog test without any glitches."
1,Great Device,"The best money I have spent on my house. I put one in my second story laundry room and one next to my air handler, and I sleep much better now. The one in the laundry room has already alerted us to a splashing situation caused by an overfilled washer and I am sure it saved us more time and money than it cost."
0,Description Needs Editing,Instead of 10-inch should be 9 1/2 inch. Should state skillet has humorous oblong shape instead of tired looking circular shape.
1,fair quality for the price,"I found the aluminium frame a bit heavy and the handlebar not very confortable. Moreover I had to adjust brakes and shifts when I got it, and the instructions were not that usefull. Overall I think is a fair quality for the price."
0,Even their own techs couldn't make it work...,"Perhaps the worst computer product I've ever owned. Spent nearly four hours with a D-Link tech, a tech from my ISP and a tech from my satellite provider. None of them could get this thing to connect to my modem despite trying every imaginable configuration.Took it back to the store where I purchased it and traded it for an older and cheaper Linksys Wireles-G router that was up and running in 15 minutes.Normally I like D-Link products, but this one is junk. Avoid this router like the plague."
